appno,startdate,stopdate,address,ward,gpsx,gpsy
ALT1111252,2021-07-13 09:00:00,2021-07-13 05:00:00,1 City Hall PLZ Boston 02108,03,775553.486225639,2956629.78240587
ALT925299,2021-07-13 07:00:00,2021-07-13 03:00:00,2 to 16 Avery ST Boston 02111,03,774331.332668871,2953989.419531
SF1212088,2021-07-12 11:00:00,2021-07-15 06:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ALT1111252,2021-07-12 07:00:00,2021-07-12 03:00:00,1 City Hall PLZ Boston 02108,03,775553.486225639,2956629.78240587
ALT902102,2021-07-12 06:00:00,2021-07-16 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
SF1134574,2021-07-12 06:00:00,2021-07-17 06:00:00,1663 Columbia RD South Boston 02127,07,781864.000003874,2945300.00000291
SF1134736,2021-07-12 06:00:00,2021-07-17 06:00:00,1663 Columbia RD South Boston 02127,07,781864.000003874,2945300.00000291
ERT779522,2021-07-12 06:00:00,2021-07-16 11:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ERT1005194,2021-07-12 06:00:00,2021-07-16 11:00:00,1870 Columbus AVE Roxbury 02119,11,764953.384628132,2941310.78307119
ERT1005194,2021-07-12 06:00:00,2021-07-16 11:00:00,1870 Columbus AVE Roxbury 02119,11,764953.384628132,2941310.78307119
ALT1029251,2021-07-12 06:00:00,2021-07-16 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT860060,2021-07-12 06:00:00,2021-07-16 12:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT766946,2021-07-12 06:00:00,2021-07-16 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT860060,2021-07-12 05:00:00,2021-07-16 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT891330,2021-07-12 05:00:00,2021-07-17 11:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT1037077,2021-07-12 05:00:00,2021-07-14 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1212088,2021-07-11 11:00:00,2021-07-11 06:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ALT995800,2021-07-11 10:00:00,2021-07-16 07:00:00,7 Allstate RD Dorchester 02125,07,774254.527260795,2945338.60726695
ERT1037077,2021-07-11 08:00:00,2021-07-11 06:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1099942,2021-07-11 08:00:00,2021-07-11 09:00:00,14 to 16 Ashland ST Dorchester 02122,16,777000.281311348,2934799.05740114
ERT766946,2021-07-11 08:00:00,2021-07-11 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT1022776,2021-07-11 07:00:00,2021-07-11 11:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ALT902102,2021-07-11 07:00:00,2021-07-11 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT891330,2021-07-11 06:00:00,2021-07-11 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT860060,2021-07-11 06:00:00,2021-07-11 08:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT720998,2021-07-10 12:01:00,2021-07-11 11:59:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
ERT1152079,2021-07-10 09:00:00,2021-07-10 01:00:00,13 Zamora ST Jamaica Plain 02130,10,760889.879285796,2942597.77612596
ERT611289,2021-07-10 09:00:00,2021-07-15 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT943531,2021-07-10 08:00:00,2021-07-10 03:00:00,1301 Blue Hill AV Mattapan 02126,14,766231.947009637,2927335.43656435
ALT1029251,2021-07-10 08:00:00,2021-07-10 04:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT684345,2021-07-10 08:00:00,2021-07-10 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
ERT652809,2021-07-10 08:00:00,2021-07-10 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT547173,2021-07-10 08:00:00,2021-07-10 04:00:00,67 E Cottage ST Dorchester 02125,07,773103.460527426,2942050.33984731
ERT956190,2021-07-10 08:00:00,2021-07-10 04:00:00,521 E Eighth ST South Boston 02127,07,780400.923662616,2946070.09687061
ALT1118992,2021-07-10 08:00:00,2021-07-10 04:00:00,27 Alpine ST Roxbury 02119,12,767863.17010285,2943998.4796817
SF1199424,2021-07-10 08:00:00,2021-07-10 04:00:00,840 Harrison AVE Roxbury 02118,08,771484.804791421,2947327.00159778
SF1186691,2021-07-10 08:00:00,2021-07-10 04:00:00,56 Winship ST Brighton 02135,22,750236.601602999,2951474.6943013
ERT974770,2021-07-10 08:00:00,2021-07-10 04:00:00,533 to 545 Commonwealth AV Boston 02215,05,765102.756218559,2952524.65709038
ERT929448,2021-07-10 08:00:00,2021-07-10 04:00:00,231 Maverick ST East Boston 02128,01,781792.957061534,2959607.80768659
ERT1067391,2021-07-10 08:00:00,2021-07-10 04:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ERT775611,2021-07-10 08:00:00,2021-07-10 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ALT1164641,2021-07-10 08:00:00,2021-07-10 04:00:00,9-11 Whitford St Roslindale 02131,18,756420.229448413,2927676.80670675
SF1205652,2021-07-10 08:00:00,2021-07-10 04:00:00,133 Boardman ST East Boston 02128,01,787847.889352549,2967938.27341852
ERT959357,2021-07-10 08:00:00,2021-07-10 04:00:00,2505 to 2525 Washington ST Roxbury 02119,09,767740.396189624,2944622.63661608
SF1193598,2021-07-10 08:00:00,2021-07-10 04:00:00,44 Phillips ST Boston 02114,05,772850.715291485,2956582.07767741
ALT1159386,2021-07-10 08:00:00,2021-07-10 04:00:00,1069 to 1071 Washington ST Dorchester 02124,17,772491.708923146,2925436.08113641
ERT889196,2021-07-10 08:00:00,2021-07-10 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
SF1201881,2021-07-10 08:00:00,2021-07-10 04:00:00,10 Speare PL Boston 02115,04,767084.99999012,2949450.00000678
ALT1146079,2021-07-10 08:00:00,2021-07-10 04:00:00,21 Cordis ST Charlestown 02129,02,774344.483260885,2962126.10462658
ERT780842,2021-07-10 08:00:00,2021-07-10 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
ERT256067,2021-07-10 08:00:00,2021-07-11 04:00:00,210 Endicott ST Boston 02113,03,775587.939422041,2958851.18484753
ALT1131759,2021-07-10 08:00:00,2021-07-10 04:00:00,11 Beckler AVE South Boston 02127,06,781458.0193315,2946867.12214836
ERT946201,2021-07-10 08:00:00,2021-07-10 04:00:00,50 to 56 Leo M Birmingham PW Brighton 02135,22,751721.538001284,2956425.77682287
ALT1068813,2021-07-10 08:00:00,2021-07-10 04:00:00,74 to 76 Brooks ST East Boston 02128,01,782103.689252108,2962705.82613112
ALT541853,2021-07-10 08:00:00,2021-07-10 04:00:00,1012 to 1016 Bennington ST East Boston 02128,01,789540.161195025,2966464.14226262
ALT76588,2021-07-10 08:00:00,2021-07-10 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
ERT879664,2021-07-10 08:00:00,2021-07-10 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ALT1115387,2021-07-10 08:00:00,2021-07-10 04:00:00,46 Melrose ST Boston 02116,05,772736.599995375,2952477.3055456
ERT827963,2021-07-10 08:00:00,2021-07-10 04:00:00,3 to 7 Washington ST Brighton 02135,21,753539.454771328,2950024.74251702
ERT982473,2021-07-10 08:00:00,2021-07-10 04:00:00,66 to 66B Fawndale RD Roslindale 02131,19,758791.700238579,2930901.13819264
ALT1142943,2021-07-10 08:00:00,2021-07-10 04:00:00,48 Pearl ST Charlestown 02129,02,773993.720188558,2963558.70731591
ERT793552,2021-07-10 08:00:00,2021-07-10 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ERT912029,2021-07-10 08:00:00,2021-07-10 04:00:00,17 W Bellflower ST Dorchester 02125,07,775108.682912817,2943802.99257397
SF1215133,2021-07-10 08:00:00,2021-07-10 04:00:00,26 Ward ST South Boston 02127,07,776641.463455021,2945485.78979509
ERT837335,2021-07-10 08:00:00,2021-07-10 04:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
SF1160091,2021-07-10 08:00:00,2021-07-10 04:00:00,156 Saratoga ST East Boston 02128,01,781852.016067877,2962875.00603528
ERT1053313,2021-07-10 08:00:00,2021-07-10 04:00:00,271 E Eighth ST South Boston 02127,07,777874.736848174,2946167.4612485
ALT1195753,2021-07-10 08:00:00,2021-07-10 04:00:00,6 Old Colony AVE South Boston 02127,06,776054.537630469,2948418.60970181
ERT934299,2021-07-10 08:00:00,2021-07-18 04:00:00,330 Savin Hill AV Dorchester 02125,13,778134.20684779,2939196.39019819
ERT1037077,2021-07-10 08:00:00,2021-07-10 08:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1164006,2021-07-10 08:00:00,2021-07-10 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ALT1186711,2021-07-10 08:00:00,2021-07-10 10:00:00,208 to 210 Everett ST East Boston 02128,01,782937.712100878,2958744.66254343
SF1179899,2021-07-10 08:00:00,2021-07-10 04:00:00,50 Leon ST Boston 02115,04,766648.001685425,2948521.90801701
ERT833867,2021-07-10 08:00:00,2021-07-10 04:00:00,175 Howard AVE Dorchester 02125,13,771003.737216026,2939823.84498066
ERT632117,2021-07-10 08:00:00,2021-07-10 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ALT868099,2021-07-10 08:00:00,2021-07-10 04:00:00,39 to 41 N Margin ST Boston 02113,03,776006.587487584,2958294.05047222
SF1157379,2021-07-10 08:00:00,2021-07-10 04:00:00,47 to 48 Snow Hill ST Boston 02113,03,776006.368289209,2959200.58823729
ERT888715,2021-07-10 08:00:00,2021-07-10 00:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
SF1211102,2021-07-10 08:00:00,2021-07-10 04:00:00,511 Beacon ST Boston 02215,05,766912.441365957,2952990.13543408
ERT682958,2021-07-10 08:00:00,2021-07-10 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT667018,2021-07-10 07:30:00,2021-07-10 03:30:00,191 to 195 Bowdoin ST Dorchester 02122,15,772886.775545523,2936427.34634246
ERT611289,2021-07-10 07:00:00,2021-07-10 03:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT945270,2021-07-10 07:00:00,2021-07-10 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT1141022,2021-07-10 07:00:00,2021-07-10 04:00:00,300 Fenway Boston 02115,04,764321.854163542,2948926.86554229
ERT694732,2021-07-10 07:00:00,2021-07-10 04:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
SF1126066,2021-07-10 07:00:00,2021-07-10 06:00:00,8 Glenside AVE Jamaica Plain 02130,11,764088.525555328,2937541.12041168
ALT1164854,2021-07-10 07:00:00,2021-07-10 04:00:00,660 Soldiers Field RD Boston 02163,22,758595.304176728,2959087.952954
ALT1064161,2021-07-10 07:00:00,2021-07-10 04:00:00,179 Newbury ST Boston 02116,05,769842.742424682,2953088.21530616
ALT1189844,2021-07-10 07:00:00,2021-07-10 04:00:00,360 Huntington AVE Boston 02115,04,767312.999990329,2949210.00000656
ALT1111252,2021-07-10 07:00:00,2021-07-10 03:00:00,1 City Hall PLZ Boston 02108,03,775553.486225639,2956629.78240587
ERT945270,2021-07-10 07:00:00,2021-07-10 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ERT660670,2021-07-10 07:00:00,2021-07-10 04:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ERT971653,2021-07-10 07:00:00,2021-07-10 04:00:00,174 Ipswich ST Boston 02215,05,765631.893206522,2951467.02448878
ERT694732,2021-07-10 07:00:00,2021-07-10 04:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ALT933170,2021-07-10 07:00:00,2021-07-10 03:00:00,100 to 112 Shawmut AV Roxbury 02118,03,773586.694915622,2951642.70556112
ERT1022776,2021-07-10 07:00:00,2021-07-10 11:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ALT1078513,2021-07-10 07:00:00,2021-07-10 04:00:00,264 Huntington AVE Boston 02115,04,768202.169655159,2949865.56951116
ALT1070001,2021-07-10 07:00:00,2021-07-10 04:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
ERT1069955,2021-07-10 07:00:00,2021-07-10 04:00:00,6 Stack ST Charlestown 02129,02,771272.058321346,2963642.15464069
ERT766946,2021-07-10 07:00:00,2021-07-10 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ALT1061347,2021-07-10 07:00:00,2021-07-10 03:00:00,31 Heath ST Jamaica Plain 02120,10,764523.310451731,2943895.3058576
ERT836145,2021-07-10 07:00:00,2021-07-10 04:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ERT546146,2021-07-10 07:00:00,2021-07-10 04:00:00,25 Amory ST Roxbury 02119,11,764517.408895015,2942574.90232959
ERT779522,2021-07-10 07:00:00,2021-07-10 05:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT1027029,2021-07-10 07:00:00,2021-07-10 03:00:00,650 to 660 Beacon ST Boston 02215,05,765362.804451578,2952578.93156469
ALT1036141,2021-07-10 07:00:00,2021-07-10 04:00:00,640 Soldiers Field RD Boston 02134,22,758860.24250129,2958629.05880281
ALT881091,2021-07-10 07:00:00,2021-07-10 04:00:00,569 Boylston ST Boston 02116,05,770657.486265451,2953086.41556217
ERT959653,2021-07-10 07:00:00,2021-07-10 06:00:00,21 Rushmore ST Brighton 02135,22,749162.908910662,2951362.36829339
ALT1147286,2021-07-10 07:00:00,2021-07-10 04:00:00,53 Marlborough ST Boston 02116,05,771110.672761872,2954360.52503535
SF1118362,2021-07-10 07:00:00,2021-07-10 05:00:00,725 William T Morrissey BLVD Dorchester 02122,16,777895.406161305,2933404.987481
ALT997205,2021-07-10 06:30:00,2021-07-10 03:00:00,173 to 175 Ipswich ST Boston 02215,05,765498.895769104,2951617.05962177
ERT923956,2021-07-10 06:00:00,2021-07-10 05:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ALT955915,2021-07-10 06:00:00,2021-07-16 07:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
SF1212088,2021-07-10 06:00:00,2021-07-10 02:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ERT992394,2021-07-10 06:00:00,2021-07-11 06:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ALT1197818,2021-07-10 06:00:00,2021-07-10 04:00:00,200 Clarendon ST Boston 02116,04,771016.891385779,2952567.07111368
ERT925378,2021-07-10 06:00:00,2021-07-16 07:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
ERT923956,2021-07-10 06:00:00,2021-07-10 05:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ALT902102,2021-07-10 06:00:00,2021-07-10 06:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT536891,2021-07-10 06:00:00,2021-07-10 06:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
ALT1197818,2021-07-09 06:00:00,2021-07-09 06:00:00,200 Clarendon ST Boston 02116,04,771016.891385779,2952567.07111368
ERT1053324,2021-07-09 06:00:00,2021-07-09 11:00:00,103 Mercer ST South Boston 02127,07,777863.414099094,2945943.07053533
ALT1111252,2021-07-08 09:00:00,2021-07-09 05:00:00,1 City Hall PLZ Boston 02108,03,775553.486225639,2956629.78240587
ERT652809,2021-07-08 06:00:00,2021-07-09 02:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT1037077,2021-07-08 05:00:00,2021-07-09 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1205652,2021-07-07 08:00:00,2021-07-17 04:00:00,133 Boardman ST East Boston 02128,01,787847.889352549,2967938.27341852
ERT946201,2021-07-07 08:00:00,2021-07-07 04:00:00,50 to 56 Leo M Birmingham PW Brighton 02135,22,751721.538001284,2956425.77682287
ERT1022776,2021-07-07 06:00:00,2021-07-13 10:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ERT611289,2021-07-06 09:00:00,2021-07-09 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT860060,2021-07-06 06:00:00,2021-07-09 12:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT652809,2021-07-06 06:00:00,2021-07-07 02:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT779522,2021-07-06 06:00:00,2021-07-09 11:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT1029251,2021-07-06 06:00:00,2021-07-09 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT1053324,2021-07-06 06:00:00,2021-07-08 09:30:00,103 Mercer ST South Boston 02127,07,777863.414099094,2945943.07053533
ERT860060,2021-07-06 06:00:00,2021-07-09 12:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT766946,2021-07-06 06:00:00,2021-07-09 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT891330,2021-07-06 05:00:00,2021-07-10 11:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
SF1155691,2021-07-06 05:00:00,2021-07-09 11:00:00,410 W Broadway South Boston 02127,06,778428.965772984,2948233.27601553
ERT682958,2021-07-06 03:00:00,2021-07-09 11:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ALT995800,2021-07-05 10:00:00,2021-07-09 07:00:00,7 Allstate RD Dorchester 02125,07,774254.527260795,2945338.60726695
SF1211735,2021-07-05 08:00:00,2021-07-05 04:00:00,47 Harvard ST Charlestown 02129,02,774254.869468793,2961319.57553783
SF1160581,2021-07-05 08:00:00,2021-07-05 03:30:00,15 Goodway RD Roslindale 02130,19,760237.588687748,2930730.57848534
ERT934299,2021-07-05 08:00:00,2021-07-05 04:00:00,330 Savin Hill AV Dorchester 02125,13,778134.20684779,2939196.39019819
ALT1133783,2021-07-05 06:00:00,2021-07-10 06:00:00,1663 Columbia RD South Boston 02127,07,781864.000003874,2945300.00000291
ERT891330,2021-07-04 06:00:00,2021-07-04 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
SF1160091,2021-07-03 08:00:00,2021-07-03 04:00:00,156 Saratoga ST East Boston 02128,01,781852.016067877,2962875.00603528
ERT1029866,2021-07-03 08:00:00,2021-07-03 04:00:00,97 to 101 Carolina AV Jamaica Plain 02130,11,761219.615521853,2937456.51158624
ERT891382,2021-07-03 08:00:00,2021-07-05 00:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
SF1203213,2021-07-03 08:00:00,2021-07-03 04:00:00,107 to 109 Deering RD Mattapan 02126,14,765582.507060722,2929377.78142808
SF1178588,2021-07-03 08:00:00,2021-07-03 04:00:00,17 to 31 Charles Park RD West Roxbury 02132,20,744425.415971527,2926379.45652061
ERT1067391,2021-07-03 08:00:00,2021-07-05 04:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ERT775611,2021-07-03 08:00:00,2021-07-03 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ERT775611,2021-07-03 08:00:00,2021-07-03 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ERT888715,2021-07-03 08:00:00,2021-07-03 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ALT76588,2021-07-03 08:00:00,2021-07-03 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
SF1211102,2021-07-03 08:00:00,2021-07-03 04:00:00,511 Beacon ST Boston 02215,05,766912.441365957,2952990.13543408
ERT758521,2021-07-03 08:00:00,2021-07-03 06:00:00,63 to 65 Moreland ST Roxbury 02119,12,769730.967063797,2943453.94893309
ERT924772,2021-07-03 08:00:00,2021-07-03 04:00:00,97 Condor ST East Boston 02128,01,781371.738627419,2964738.28037301
ERT682958,2021-07-03 08:00:00,2021-07-03 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ALT1029251,2021-07-03 08:00:00,2021-07-03 04:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT926895,2021-07-03 08:00:00,2021-07-03 04:00:00,71 Stanton ST Dorchester 02124,17,770125.415155726,2928493.91860053
ALT1131759,2021-07-03 08:00:00,2021-07-05 12:00:00,11 Beckler AVE South Boston 02127,06,781458.0193315,2946867.12214836
ERT889196,2021-07-03 08:00:00,2021-07-03 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT879664,2021-07-03 08:00:00,2021-07-03 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
SF1164006,2021-07-03 08:00:00,2021-07-03 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ERT956190,2021-07-03 08:00:00,2021-07-03 04:00:00,521 E Eighth ST South Boston 02127,07,780400.923662616,2946070.09687061
SF1193598,2021-07-03 08:00:00,2021-07-03 04:00:00,44 Phillips ST Boston 02114,05,772850.715291485,2956582.07767741
ERT684345,2021-07-03 08:00:00,2021-07-03 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
