appno,startdate,stopdate,address,ward,gpsx,gpsy
ERT652809,2021-02-13 08:00:00,2021-02-14 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT752875,2021-02-13 08:00:00,2021-02-13 04:00:00,90 to 90D Bigelow ST Brighton 02135,22,745940.866086219,2954641.71226301
ERT632117,2021-02-13 08:00:00,2021-02-13 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ERT775611,2021-02-13 08:00:00,2021-02-13 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
SF926088,2021-02-13 08:00:00,2021-02-13 04:00:00,26 Braddock PARK Boston 02116,04,769993.259704828,2950743.50032797
ERT720998,2021-02-13 08:00:00,2021-02-13 04:00:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
SF1152115,2021-02-13 08:00:00,2021-02-13 04:00:00,66 Appleton ST Boston 02116,05,771785.706714496,2951269.90583247
SF1047810,2021-02-13 08:00:00,2021-02-13 04:00:00,223 Commonwealth AVE Boston 02116,05,769147.958712041,2953323.13601038
ERT872422,2021-02-13 08:00:00,2021-02-13 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ALT76588,2021-02-13 08:00:00,2021-02-13 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
SF1103652,2021-02-13 08:00:00,2021-02-13 04:00:00,123 Crawford ST Dorchester 02121,12,766659.754293725,2940053.24476603
SF1155772,2021-02-13 08:00:00,2021-02-13 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ALT926365,2021-02-13 08:00:00,2021-02-13 23:00:00,70 Auckland ST Dorchester 02125,15,776252.835678652,2939106.30434914
SF1141870,2021-02-13 08:00:00,2021-02-13 04:00:00,1261 to 1299 Blue Hill AVE Mattapan 02126,14,766303.633621395,2927564.5645624
ERT959653,2021-02-13 08:00:00,2021-02-13 04:00:00,21 Rushmore ST Brighton 02135,22,749162.908910662,2951362.36829339
SF977064,2021-02-13 08:00:00,2021-02-18 11:00:00,104 Hemenway ST Boston 02115,04,767069.5550621,2950448.6443277
ERT959653,2021-02-13 08:00:00,2021-02-13 04:00:00,21 Rushmore ST Brighton 02135,22,749162.908910662,2951362.36829339
ERT1067391,2021-02-13 08:00:00,2021-02-13 04:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ALT821591,2021-02-13 08:00:00,2021-02-13 04:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ERT712869,2021-02-13 08:00:00,2021-02-13 04:00:00,287 to 293 Maverick ST East Boston 02128,01,782391.245086849,2959228.51394613
ALT548592,2021-02-13 08:00:00,2021-02-13 04:00:00,161 Cottage ST East Boston 02128,01,782456.03712444,2960141.43153673
ERT779522,2021-02-13 08:00:00,2021-02-19 08:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ERT793552,2021-02-13 08:00:00,2021-02-13 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ERT912029,2021-02-13 08:00:00,2021-02-13 04:00:00,17 W Bellflower ST Dorchester 02125,07,775108.682912817,2943802.99257397
SF1155844,2021-02-13 08:00:00,2021-02-13 04:00:00,1069 to 1071 Washington ST Dorchester 02124,17,772491.708923146,2925436.08113641
ERT605925,2021-02-13 08:00:00,2021-02-13 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
ALT552822,2021-02-13 08:00:00,2021-02-13 04:00:00,771 Harrison AVE Roxbury 02118,08,771509.540961072,2948118.95472449
ERT276111,2021-02-13 08:00:00,1753-02-13 04:00:00,917 Bennington ST East Boston 02128,01,788599.571702452,2965853.63831422
ALT935805,2021-02-13 08:00:00,2021-02-13 05:00:00,138 Centre ST Dorchester 02124,17,773515.257148102,2931719.90843827
ERT258469,2021-02-13 08:00:00,2021-02-13 04:00:00,319 to 327 Chelsea ST East Boston 02128,01,783267.946410038,2962978.45999856
ALT1118992,2021-02-13 08:00:00,2021-02-13 04:00:00,27 Alpine ST Roxbury 02119,12,767863.17010285,2943998.4796817
ERT646147,2021-02-13 08:00:00,2021-02-13 04:00:00,34 Dix ST Dorchester 02122,16,775169.060246833,2933015.42639421
ERT682958,2021-02-13 08:00:00,2021-02-13 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT871934,2021-02-13 08:00:00,2021-02-13 04:00:00,131 Condor ST East Boston 02128,01,781728.154516228,2964724.59802356
ERT879664,2021-02-13 08:00:00,2021-02-13 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ALT1070001,2021-02-13 08:00:00,2021-02-13 05:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
SF1139029,2021-02-13 08:00:00,1753-02-13 04:00:00,506 EAST BROADWAY BOSTON 02127,06,779352.64565,2947697.60805
ALT1029251,2021-02-13 08:00:00,2021-02-13 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ALT1123589,2021-02-13 08:00:00,2021-02-13 04:00:00,635 to 645 Beacon ST Boston 02215,05,764919.013155234,2952251.45957756
ERT780842,2021-02-13 08:00:00,2021-02-13 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
ERT780842,2021-02-13 08:00:00,2021-02-13 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
ERT889196,2021-02-13 08:00:00,2021-02-13 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT966917,2021-02-13 08:00:00,2021-02-13 04:00:00,529 Harvard ST Dorchester 02126,14,765568.652582582,2929766.93963624
SF1135029,2021-02-13 08:00:00,2021-02-13 04:00:00,11 Humes RD Dorchester 02122,16,777204.25663954,2930467.12162109
ALT1036141,2021-02-13 07:00:00,2021-02-13 04:00:00,640 Soldiers Field RD Boston 02134,22,758860.24250129,2958629.05880281
ERT660670,2021-02-13 07:00:00,2021-02-13 03:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ALT997205,2021-02-13 07:00:00,2021-02-13 03:00:00,173 to 175 Ipswich ST Boston 02215,05,765498.895769104,2951617.05962177
A1130819,2021-02-13 07:00:00,2021-02-13 06:00:00,156 W Selden ST Mattapan 02126,18,767893.148226567,2925769.23017024
ERT817785,2021-02-13 07:00:00,2021-02-17 11:00:00,1188 Commonwealth Av Allston 02134,21,756475.20199576,2952738.9997262
ERT878686,2021-02-13 07:00:00,2021-02-14 09:00:00,181 to 191 Talbot AV Dorchester 02124,14,770050.704803959,2931759.99297499
ERT758521,2021-02-13 07:00:00,2021-02-13 06:00:00,63 to 65 Moreland ST Roxbury 02119,12,769730.967063797,2943453.94893309
ERT766946,2021-02-13 07:00:00,2021-02-19 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT992394,2021-02-13 07:00:00,2021-02-13 05:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ALT1111252,2021-02-13 07:00:00,2021-02-18 06:00:00,1 City Hall PLZ Boston 02108,03,775553.486225639,2956629.78240587
ERT611289,2021-02-13 07:00:00,2021-02-19 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT632666,2021-02-13 07:00:00,2021-02-19 11:00:00,45 to 55 Brighton AVE Allston 02134,21,756893.811532567,2953820.40846886
ERT945270,2021-02-13 07:00:00,2021-02-15 03:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT662486,2021-02-13 07:00:00,2021-02-14 04:00:00,321 Harrison Av Roxbury 02118,03,774090.579667362,2951482.17369742
ALT921264,2021-02-13 06:00:00,2021-02-13 04:00:00,250 Franklin ST Boston 02110,03,776638.999999016,2955300.00001222
ALT902102,2021-02-13 06:00:00,2021-02-19 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT978995,2021-02-13 06:00:00,2021-02-13 04:00:00,201 Washington ST BOSTON 02108,03,775529.82343,2955982.82405
ERT663102,2021-02-13 06:00:00,2021-02-13 06:00:00,100 to 110 Sudbury ST Boston 02114,03,775153.267714713,2957274.61453141
ERT860060,2021-02-13 06:00:00,2021-02-13 04:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
SF1155665,2021-02-13 05:00:00,2021-02-13 06:00:00,75 Francis ST Boston 02115,04,762492.481316271,2947685.43616332
ALT955915,2021-02-13 05:00:00,2021-02-19 12:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ERT925378,2021-02-13 05:00:00,2021-02-19 03:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
ERT971653,2021-02-12 06:00:00,2021-02-13 09:00:00,174 Ipswich ST Boston 02215,05,765631.893206522,2951467.02448878
ALT1123125,2021-02-12 05:00:00,2021-02-13 02:00:00,6 Tide ST Boston 02210,06,782807.403020734,2951583.38175977
ALT792588,2021-02-11 08:00:00,2021-02-17 06:00:00,100 E Newton ST Boston 02118,08,772366.737330346,2947872.38131904
ERT694732,2021-02-11 06:00:00,2021-02-13 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ALT1137667,2021-02-11 06:00:00,2021-02-11 02:00:00,500 Boylston ST Boston 02116,04,771346.977370083,2953049.76266612
ERT694732,2021-02-08 06:00:00,2021-02-08 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT891330,2021-02-08 05:00:00,2021-02-14 11:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT836145,2021-02-08 03:00:00,2021-02-09 11:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
SF1156649,2021-02-07 08:00:00,2021-02-07 03:30:00,99 Woodrow AVE Dorchester 02124,14,769083.145719975,2930105.26731676
ALT1070619,2021-02-06 09:00:00,2021-02-06 05:00:00,126 Marlborough ST Boston 02116,05,770407.278489217,2953937.93636295
ALT947155,2021-02-06 09:00:00,2021-02-06 05:00:00,708 E Sixth ST South Boston 02127,06,782723.592004686,2946841.23392434
ERT646147,2021-02-06 08:00:00,2021-02-06 04:00:00,34 Dix ST Dorchester 02122,16,775169.060246833,2933015.42639421
SF1037748,2021-02-06 08:00:00,2021-02-06 04:00:00,23 Upton ST Roxbury 02118,03,771886.284538582,2950082.37613536
SF1152115,2021-02-06 08:00:00,2021-02-06 04:00:00,66 Appleton ST Boston 02116,05,771785.706714496,2951269.90583247
ALT964135,2021-02-06 08:00:00,2021-02-06 04:00:00,276 to 278 Newbury ST Boston 02116,05,768723.73610419,2952510.56242794
ERT740030,2021-02-06 08:00:00,2021-02-06 04:00:00,125 Sumner ST East Boston 02128,01,780052.086593579,2959971.38203322
ERT684345,2021-02-06 08:00:00,2021-02-06 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
ERT793552,2021-02-06 08:00:00,2021-02-06 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ALT1041515,2021-02-06 08:00:00,2021-02-06 04:00:00,416 Beacon ST Boston 02115,05,767979.081718951,2953554.3161066
ERT912029,2021-02-06 08:00:00,2021-02-06 04:00:00,17 W Bellflower ST Dorchester 02125,07,775108.682912817,2943802.99257397
ERT879664,2021-02-06 08:00:00,2021-02-06 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ALT1070001,2021-02-06 08:00:00,2021-02-06 04:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
ALT1117916,2021-02-06 08:00:00,2021-02-06 04:00:00,135 Oliver ST Boston 02110,03,777133.524402693,2954785.37841636
ALT966748,2021-02-06 08:00:00,2021-02-11 09:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ERT837335,2021-02-06 08:00:00,2021-02-06 04:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
ALT966530,2021-02-06 08:00:00,2021-02-06 04:00:00,180 W Canton ST Roxbury 02116,04,770797.122681573,2950554.3361678
SF1150996,2021-02-06 08:00:00,2021-02-06 04:00:00,68 Horace ST East Boston 02128,01,786553.120104253,2964720.002389
SF1135613,2021-02-06 08:00:00,2021-02-06 04:00:00,330 E Eighth ST South Boston 02127,07,778435.922336097,2946086.03459223
ERT724666,2021-02-06 08:00:00,2021-02-06 04:00:00,56 to 56A Williams AVE Hyde Park 02136,18,759676.141222666,2916167.32026205
ALT894762,2021-02-06 08:00:00,2021-02-07 04:00:00,69 to 71 L ST South Boston 02127,06,781743.184899762,2947530.47386098
ERT889196,2021-02-06 08:00:00,2021-02-06 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT878874,2021-02-06 08:00:00,2021-02-06 04:00:00,525 Harvard ST Dorchester 02126,14,765686.46942286,2929940.2686293
SF1134681,2021-02-06 08:00:00,2021-02-06 04:00:00,1428 Columbia RD South Boston 02127,07,779754.626497924,2945844.82285142
ERT605925,2021-02-06 08:00:00,2021-02-06 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
SF1119918,2021-02-06 08:00:00,2021-02-06 04:00:00,27 Rutland ST Roxbury 02118,09,770934.303513706,2949064.51021442
ERT784650,2021-02-06 08:00:00,2021-02-06 03:30:00,171 Washington St Brighton 02135,21,751990.974983695,2951978.57523427
ALT1068813,2021-02-06 08:00:00,2021-02-06 04:00:00,74 to 76 Brooks ST East Boston 02128,01,782103.689252108,2962705.82613112
ERT1053324,2021-02-06 08:00:00,2021-02-06 04:00:00,103 Mercer ST South Boston 02127,07,777863.414099094,2945943.07053533
ERT632117,2021-02-06 08:00:00,2021-02-06 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ERT891382,2021-02-06 08:00:00,2021-02-06 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
ERT840663,2021-02-06 08:00:00,2021-02-06 04:00:00,101 Condor ST East Boston 02128,01,781417.670872889,2964714.26841178
ALT76588,2021-02-06 08:00:00,2021-02-06 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
SF1047810,2021-02-06 08:00:00,2021-02-06 04:00:00,223 Commonwealth AVE Boston 02116,05,769147.958712041,2953323.13601038
ERT888715,2021-02-06 08:00:00,2021-02-06 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ALT933170,2021-02-06 08:00:00,2021-02-06 04:00:00,100 to 112 Shawmut AV Roxbury 02118,03,773586.694915622,2951642.70556112
SF1119473,2021-02-06 08:00:00,2021-02-06 04:00:00,60 Joy ST Apt 101 Boston 02114,03,773669.458972246,2956672.9705735
ALT915713,2021-02-06 08:00:00,2021-02-06 04:00:00,561 E Sixth ST South Boston 02127,07,781069.674243137,2946679.15754019
ERT872422,2021-02-06 08:00:00,2023-02-20 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ERT775611,2021-02-06 08:00:00,2021-02-06 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ALT1123589,2021-02-06 08:00:00,2021-02-06 04:00:00,635 to 645 Beacon ST Boston 02215,05,764919.013155234,2952251.45957756
ALT1029251,2021-02-06 08:00:00,2021-02-06 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT652809,2021-02-06 08:00:00,2021-02-06 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT795027,2021-02-06 08:00:00,2021-02-06 04:00:00,1719 to 1721 Centre ST West Roxbury 02132,20,751156.915866133,2929922.50974926
ERT258469,2021-02-06 08:00:00,2021-02-06 04:00:00,319 to 327 Chelsea ST East Boston 02128,01,783267.946410038,2962978.45999856
ERT276111,2021-02-06 08:00:00,2021-02-06 04:00:00,917 Bennington ST East Boston 02128,01,788599.571702452,2965853.63831422
ALT1096626,2021-02-06 08:00:00,2021-02-07 04:00:00,150 Western AV Allston 02134,22,757175.071372275,2957373.08233626
ALT1118992,2021-02-06 08:00:00,2021-02-06 04:00:00,27 Alpine ST Roxbury 02119,12,767863.17010285,2943998.4796817
ERT825681,2021-02-06 08:00:00,2021-02-06 04:00:00,12 Cawfield ST Dorchester 02125,07,774134.968525981,2941966.12262268
ALT821591,2021-02-06 07:00:00,2021-02-07 00:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ERT992394,2021-02-06 07:00:00,2021-02-06 05:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT766946,2021-02-06 07:00:00,2021-02-12 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT1069955,2021-02-06 07:00:00,2021-02-06 04:00:00,6 Stack ST Charlestown 02129,02,771272.058321346,2963642.15464069
ERT660670,2021-02-06 07:00:00,2021-02-06 04:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ERT1022776,2021-02-06 07:00:00,2021-02-07 06:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ERT758521,2021-02-06 07:00:00,2021-02-06 06:00:00,63 to 65 Moreland ST Roxbury 02119,12,769730.967063797,2943453.94893309
ERT1022776,2021-02-06 07:00:00,2021-02-07 06:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
A1130819,2021-02-06 07:00:00,2021-02-06 06:00:00,156 W Selden ST Mattapan 02126,18,767893.148226567,2925769.23017024
ERT763587,2021-02-06 07:00:00,2021-02-06 03:00:00,71 Border ST East Boston 02128,01,779949.114924514,2960878.27611947
ERT945270,2021-02-06 07:00:00,2021-02-07 06:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ERT632666,2021-02-06 07:00:00,2021-02-12 11:00:00,45 to 55 Brighton AVE Allston 02134,21,756893.811532567,2953820.40846886
ERT546146,2021-02-06 07:00:00,2021-02-06 03:30:00,25 Amory ST Roxbury 02119,11,764517.408895015,2942574.90232959
ALT956738,2021-02-06 07:00:00,2021-02-06 03:00:00,31 Worcester ST Roxbury 02118,09,770647.065465435,2948651.27978203
ERT779522,2021-02-06 06:00:00,2021-02-12 09:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT1049796,2021-02-06 06:00:00,2021-02-06 03:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ALT902102,2021-02-06 06:00:00,2021-02-12 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT955915,2021-02-06 05:00:00,2021-02-12 11:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ERT925378,2021-02-06 05:00:00,2021-02-12 03:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
ALT662486,2021-02-05 07:00:00,2021-02-08 04:00:00,321 Harrison Av Roxbury 02118,03,774090.579667362,2951482.17369742
ERT611289,2021-02-05 07:00:00,2021-02-12 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT682958,2021-02-04 12:00:00,2021-02-06 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT836145,2021-02-04 05:00:00,2021-02-06 05:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ERT1037077,2021-02-04 05:00:00,2021-02-10 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT682958,2021-02-02 04:00:00,2021-02-02 07:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT860060,2021-02-02 03:00:00,2021-02-02 04:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT1068805,2021-02-01 09:00:00,2021-02-04 06:00:00,1100 Massachusetts AVE Dorchester 02125,07,773663.997141111,2944285.94190222
ERT923956,2021-02-01 05:00:00,2021-02-06 10:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ERT891330,2021-02-01 05:00:00,2021-02-07 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT536891,2021-01-30 12:00:00,2021-02-05 12:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
SF1047810,2021-01-30 08:00:00,2021-01-30 04:00:00,223 Commonwealth AVE Boston 02116,05,769147.958712041,2953323.13601038
ALT1041515,2021-01-30 08:00:00,2021-01-30 04:00:00,416 Beacon ST Boston 02115,05,767979.081718951,2953554.3161066
ERT652809,2021-01-30 08:00:00,2021-01-30 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT784650,2021-01-30 08:00:00,2021-01-30 04:00:00,171 Washington St Brighton 02135,21,751990.974983695,2951978.57523427
SF1135613,2021-01-30 08:00:00,2021-01-30 04:00:00,330 E Eighth ST South Boston 02127,07,778435.922336097,2946086.03459223
ERT837335,2021-01-30 08:00:00,2021-01-30 04:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
ALT552822,2021-01-30 08:00:00,2021-01-30 04:00:00,771 Harrison AVE Roxbury 02118,08,771509.540961072,2948118.95472449
ERT720998,2021-01-30 08:00:00,2021-01-30 04:00:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
ERT891382,2021-01-30 08:00:00,2021-01-30 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
ERT684345,2021-01-30 08:00:00,2021-01-30 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
ALT1029251,2021-01-30 08:00:00,2021-02-05 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT258469,2021-01-30 08:00:00,2021-01-30 00:00:00,319 to 327 Chelsea ST East Boston 02128,01,783267.946410038,2962978.45999856
ALT1070001,2021-01-30 08:00:00,2021-01-31 05:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
ERT740030,2021-01-30 08:00:00,2021-01-30 04:00:00,125 Sumner ST East Boston 02128,01,780052.086593579,2959971.38203322
ALT964135,2021-01-30 08:00:00,2021-01-30 04:00:00,276 to 278 Newbury ST Boston 02116,05,768723.73610419,2952510.56242794
ALT839440,2021-01-30 08:00:00,2021-01-30 04:00:00,11 Minton ST Jamaica Plain 02130,11,763244.145522535,2939381.17375739
ERT992394,2021-01-30 08:00:00,2021-01-30 04:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT739760,2021-01-30 08:00:00,2021-01-30 04:00:00,156 W Selden ST Mattapan 02126,18,767893.148226567,2925769.23017024
ERT682958,2021-01-30 08:00:00,2021-01-30 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT646147,2021-01-30 08:00:00,2021-01-30 04:00:00,34 Dix ST Dorchester 02122,16,775169.060246833,2933015.42639421
ERT674589,2021-01-30 08:00:00,2021-01-30 04:00:00,39 Washburn ST Dorchester 02125,07,775605.861924205,2944087.976696
SF977064,2021-01-30 08:00:00,2021-01-31 04:00:00,104 Hemenway ST Boston 02115,04,767069.5550621,2950448.6443277
ERT605925,2021-01-30 08:00:00,2021-01-30 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
SF1135598,2021-01-30 08:00:00,2021-01-30 04:00:00,82 Chelsea ST East Boston 02128,01,781393.699011445,2960945.03579348
ERT878874,2021-01-30 08:00:00,2021-01-30 04:00:00,525 Harvard ST Dorchester 02126,14,765686.46942286,2929940.2686293
ERT892826,2021-01-30 08:00:00,2021-01-30 04:00:00,123 to 125 Centre ST Dorchester 02124,16,773397.006523996,2931562.60520612
ERT872422,2021-01-30 08:00:00,2021-01-30 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ERT775611,2021-01-30 08:00:00,2021-01-30 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ALT1049796,2021-01-30 08:00:00,2021-01-30 04:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ALT76588,2021-01-30 08:00:00,2021-01-30 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
ERT780842,2021-01-30 08:00:00,2021-01-30 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
A1120273,2021-01-30 08:00:00,2021-01-20 04:00:00,7 Mount Vernon PL Boston 02108,05,773785.084316358,2955729.68906862
ALT662486,2021-01-30 07:00:00,2021-01-31 04:00:00,321 Harrison Av Roxbury 02118,03,774090.579667362,2951482.17369742
ERT632666,2021-01-30 07:00:00,2021-02-05 11:00:00,45 to 55 Brighton AVE Allston 02134,21,756893.811532567,2953820.40846886
ERT992394,2021-01-30 07:00:00,2021-01-30 05:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ALT956738,2021-01-30 07:00:00,2021-01-30 03:00:00,31 Worcester ST Roxbury 02118,09,770647.065465435,2948651.27978203
ERT992394,2021-01-30 07:00:00,2021-01-31 05:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ALT997205,2021-01-30 07:00:00,2021-01-30 03:00:00,173 to 175 Ipswich ST Boston 02215,05,765498.895769104,2951617.05962177
ERT926421,2021-01-30 07:00:00,2021-01-31 06:00:00,111 Francis ST Boston 02215,04,761685.671246347,2948244.27590427
ERT766946,2021-01-30 07:00:00,2021-02-05 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT945270,2021-01-30 07:00:00,2021-01-30 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT1123125,2021-01-30 06:00:00,2021-01-30 02:00:00,6 Tide ST Boston 02210,06,782807.403020734,2951583.38175977
ALT902102,2021-01-30 06:00:00,2021-02-05 06:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT1027029,2021-01-30 06:00:00,2021-01-30 02:00:00,650 to 660 Beacon ST Boston 02215,05,765362.804451578,2952578.93156469
ERT611289,2021-01-30 05:00:00,2021-02-05 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT925378,2021-01-30 05:00:00,2021-02-05 03:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
FND1077957,2021-01-30 03:00:00,2021-01-30 12:00:00,815 Columbus AV Boston 02118,09,767721.293150701,2948087.81000398
ERT694732,2021-01-28 06:00:00,2021-01-28 11:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT1037077,2021-01-28 05:00:00,2021-02-03 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT836145,2021-01-28 05:00:00,2021-01-31 03:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ERT1037077,2021-01-28 05:00:00,2021-02-03 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ALT1068805,2021-01-25 10:00:00,2021-01-28 06:00:00,1100 Massachusetts AVE Dorchester 02125,07,773663.997141111,2944285.94190222
ALT1093555,2021-01-25 06:00:00,2021-01-29 01:00:00,100 Clarendon ST Boston 02116,04,771258.480354599,2952143.44101062
ERT779522,2021-01-25 06:00:00,2021-01-29 07:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT902102,2021-01-25 06:00:00,2021-01-29 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT923956,2021-01-25 05:00:00,2021-01-30 10:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
